"TagID","TrapDate","ObsDate","lastObsDate","BranchNum","Group","SiteID","Node","NodeOrder","Direction","Migration","AutoProcStatus","UserProcStatus","ModelObs","ValidPath","UserComment"
"3DD.00775E5721",2018-09-16,2018-09-16 12:45:28,2018-09-16 15:20:07,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E5768",2018-09-16,2018-09-16 07:31:07,2018-09-16 08:45:32,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6061",2018-09-16,2018-09-16 07:36:59,2018-09-16 10:40:03,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E632B",2018-09-16,2018-09-16 12:28:12,2018-09-16 15:35:58,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E7AE0",2018-09-16,2018-09-16 08:37:00,2018-09-16 10:44:48,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E89E7",2018-09-16,2018-09-16 08:46:51,2018-09-16 10:49:21,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8A7F",2018-09-16,2018-09-16 12:02:41,2018-09-16 15:35:59,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8A7F",2018-09-16,2019-04-03 01:01:32,2019-04-03 01:01:32,21,"SFSalmon","SFG","SFG",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8A7F",2018-09-16,2019-04-17 12:13:05,2019-04-17 12:13:05,21,"SFSalmon","ESS","ESSB0",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8A7F",2018-09-16,2019-04-17 14:05:04,2019-04-17 14:05:04,21,"SFSalmon","ESS","ESSA0",4,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E9ACB",2018-09-16,2018-09-16 07:16:14,2018-09-16 10:00:44,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EE5D2",2018-09-16,2018-09-16 07:44:07,2018-09-16 09:10:03,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EE5D2",2018-09-16,2019-04-04 09:29:13,2019-05-19 05:15:45,11,"ImnahaRiver","IR1","IR1",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF3C8",2018-09-16,2018-09-16 07:12:10,2018-09-16 13:33:10,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF3C8",2018-09-16,2019-04-14 21:06:13,2019-04-14 21:06:13,15,"Lochsa","LRL","LRL",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF76A",2018-09-16,2018-09-16 07:23:59,2018-09-16 09:43:25,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F17D7",2018-09-16,2018-09-16 07:11:22,2018-09-16 08:58:17,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F36C1",2018-09-16,2018-09-16 08:08:09,2018-09-16 10:47:06,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F36C1",2018-09-16,2019-03-26 06:20:05,2019-03-26 06:20:05,11,"ImnahaRiver","IR1","IR1",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F36C1",2018-09-16,2019-03-26 14:03:07,2019-03-26 14:03:07,11,"ImnahaRiver","IR2","IR2",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F4A6F",2018-09-16,2018-09-16 07:10:42,2018-09-16 08:45:23,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5743",2018-09-16,2018-09-16 12:21:20,2018-09-16 15:17:48,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5743",2018-09-16,2019-03-31 19:19:16,2019-03-31 19:25:49,1,"Tucannon","LTR","LTR",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5743",2018-09-16,2019-04-02 10:45:07,2019-04-02 10:45:44,1,"Tucannon","MTR","MTR",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5743",2018-09-16,2019-04-05 05:44:37,2019-04-05 05:46:56,1,"Tucannon","UTR","UTR",4,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5743",2018-09-16,2019-04-09 13:20:40,2019-04-22 01:00:52,1,"Tucannon","TFH","TUCH",5,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5743",2018-09-16,2019-05-10 09:08:52,2019-05-10 09:08:53,1,"Tucannon","UTR","UTR",4,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775F5AA0",2018-09-16,2018-09-16 07:23:11,2018-09-16 08:49:51,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5AA0",2018-09-16,2019-03-20 23:02:24,2019-03-20 23:02:24,15,"Lochsa","LRL","LRL",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F7643",2018-09-16,2018-09-16 08:22:20,2018-09-16 09:46:20,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F894A",2018-09-16,2018-09-16 08:23:18,2018-09-16 10:39:28,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F894A",2018-09-16,2019-04-17 15:53:45,2019-04-17 15:53:45,21,"SFSalmon","SFG","SFG",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F9384",2018-09-16,2018-09-16 06:56:39,2018-09-16 09:44:35,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F9EDD",2018-09-16,2018-09-16 12:26:15,2018-09-16 16:26:53,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F9EDD",2018-09-16,2019-03-19 03:43:24,2019-03-19 03:43:24,18,"Wallowa","WR1","WR1",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FB5F2",2018-09-16,2018-09-16 12:27:08,2018-09-16 13:59:30,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FD019",2018-09-16,2018-09-16 07:30:11,2018-09-16 09:51:51,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FDFB8",2018-09-16,2018-09-16 12:20:14,2018-09-17 06:24:00,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FED18",2018-09-16,2018-09-16 07:24:57,2019-05-04 09:04:48,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00776010B5",2018-09-16,2018-09-16 12:10:52,2018-09-16 14:23:46,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.007760176C",2018-09-16,2018-09-16 12:44:03,2018-09-16 14:55:03,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E5EAA",2018-09-17,2018-09-17 12:50:22,2019-05-10 10:05:55,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E60DD",2018-09-17,2018-09-17 07:22:07,2018-09-17 10:26:13,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E60DD",2018-09-17,2019-03-19 14:32:23,2019-03-19 14:32:23,9,"JosephCreek","JOC","JOCB0",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E60DD",2018-09-17,2019-03-19 14:34:21,2019-03-19 14:34:21,9,"JosephCreek","JOC","JOCA0",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2018-09-17 07:15:38,2018-09-17 10:10:45,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-03-28 04:41:11,2019-03-28 04:41:14,25,"Lemhi","LLR","LLRB0",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-03-28 04:43:50,2019-03-28 04:43:57,25,"Lemhi","LLR","LLRA0",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-07 16:42:00,2019-04-07 16:42:00,25,"Lemhi","LRW","LRWB0",4,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-07 16:43:56,2019-04-07 16:43:56,25,"Lemhi","LRW","LRWA0",5,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-12 13:44:53,2019-04-12 13:44:53,25,"Lemhi","LBS","LBSB0",6,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-12 13:49:11,2019-04-16 22:22:51,25,"Lemhi","LBS","LBSA0",7,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-16 22:23:20,2019-04-16 22:23:20,25,"Lemhi","LBS","LBSB0",6,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-18 17:05:02,2019-04-18 17:05:02,25,"Lemhi","LRW","LRWA0",5,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-18 17:05:19,2019-04-18 17:05:19,25,"Lemhi","LRW","LRWB0",4,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775E6CE8",2018-09-17,2019-04-20 13:47:00,2019-04-20 13:47:00,25,"Lemhi","LLR","LLRB0",2,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775E6DE6",2018-09-17,2018-09-17 07:09:36,2018-09-17 09:18:27,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E7179",2018-09-17,2018-09-17 07:08:42,2018-09-17 09:21:13,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E7BA8",2018-09-17,2018-09-17 08:16:40,2018-09-17 09:34:50,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E7E24",2018-09-17,2018-09-17 07:50:38,2018-09-17 10:45:22,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8C7C",2018-09-17,2018-09-17 07:21:05,2018-09-17 09:30:30,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E9D91",2018-09-17,2018-09-17 13:23:44,2018-09-17 14:58:13,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E9D91",2018-09-17,2019-03-17 15:08:32,2019-03-17 15:08:32,9,"JosephCreek","JOC","JOCB0",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E9D91",2018-09-17,2019-03-17 15:08:47,2019-03-17 15:08:47,9,"JosephCreek","JOC","JOCA0",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EC1FF",2018-09-17,2018-09-17 13:22:10,2018-09-17 15:29:02,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EC1FF",2018-09-17,2019-03-11 02:19:31,2019-03-11 02:19:31,18,"Wallowa","WR1","WR1",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775ECCE9",2018-09-17,2018-09-17 07:59:53,2018-09-17 11:07:45,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775ECCE9",2018-09-17,2019-03-15 16:27:24,2019-03-15 16:27:24,19,"GrandeRonde","UGR","UGR",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775ED4EE",2018-09-17,2018-09-17 13:24:35,2018-09-17 15:31:00,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775ED867",2018-09-17,2018-09-17 12:34:23,2018-09-18 06:17:41,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF0A3",2018-09-17,2018-09-17 06:53:42,2018-09-17 09:39:39,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF33D",2018-09-17,2018-09-17 12:17:37,2018-09-17 14:53:39,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EFCD9",2018-09-17,2018-09-17 07:40:24,2018-09-17 10:16:54,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F0D67",2018-09-17,2018-09-17 13:21:10,2018-09-17 14:51:14,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F14E3",2018-09-17,2018-09-17 12:13:37,2018-09-17 14:48:57,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F2304",2018-09-17,2018-09-17 12:12:12,2018-09-17 16:03:07,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F364B",2018-09-17,2018-09-17 13:23:09,2018-09-17 15:02:07,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F4402",2018-09-17,2018-09-17 07:58:04,2018-09-17 10:29:12,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F4402",2018-09-17,2019-03-17 01:08:37,2019-03-17 01:08:37,9,"JosephCreek","JOC","JOCB0",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F4402",2018-09-17,2019-03-17 01:09:14,2019-03-17 01:09:14,9,"JosephCreek","JOC","JOCA0",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F45A8",2018-09-17,2018-09-17 07:41:45,2018-09-17 09:16:05,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F5208",2018-09-17,2018-09-17 07:22:57,2018-09-17 09:47:19,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F69C0",2018-09-17,2018-09-17 07:16:38,2018-09-17 09:45:41,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FA796",2018-09-17,2018-09-17 08:06:43,2018-09-17 09:23:33,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FB909",2018-09-17,2018-09-17 07:51:25,2018-09-17 10:45:28,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E4B3F",2018-09-18,2018-09-18 07:33:37,2018-09-21 07:27:53,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E568F",2018-09-18,2018-09-18 06:58:20,2018-09-18 11:20:24,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E7AE8",2018-09-18,2018-09-18 11:56:59,2019-05-09 09:10:59,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8865",2018-09-18,2018-09-18 07:25:00,2018-09-18 10:33:19,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E96C5",2018-09-18,2018-09-18 08:04:57,2018-09-18 10:21:30,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E96C5",2018-09-18,2019-03-26 11:00:00,2019-03-26 11:00:00,2,"Penawawa","PENAWC","PENAWC",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E987D",2018-09-18,2018-09-18 12:10:29,2019-04-09 14:36:45,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EA2C4",2018-09-18,2018-09-18 07:49:30,2018-09-18 11:32:05,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EC1D4",2018-09-18,2018-09-18 07:32:38,2018-09-18 09:41:50,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EC1D4",2018-09-18,2019-04-03 17:54:43,2019-04-03 17:54:43,15,"Lochsa","LRL","LRL",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EED15",2018-09-18,2018-09-18 12:59:01,2018-09-18 17:40:59,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF7B9",2018-09-18,2018-09-18 13:01:36,2018-09-19 05:08:45,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F07E7",2018-09-18,2018-09-18 12:36:29,2018-09-19 01:31:32,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F1B6D",2018-09-18,2018-09-18 07:34:34,2018-09-18 10:25:15,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F1B6D",2018-09-18,2019-03-21 04:57:15,2019-03-21 04:57:15,9,"JosephCreek","JOC","JOCB0",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F1B6D",2018-09-18,2019-03-21 04:59:04,2019-03-21 04:59:04,9,"JosephCreek","JOC","JOCA0",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F210C",2018-09-18,2018-09-18 08:01:05,2018-09-18 09:58:59,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F210C",2018-09-18,2019-03-22 10:50:13,2019-03-22 10:50:13,19,"GrandeRonde","UGR","UGR",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F210C",2018-09-18,2019-05-28 09:42:18,2019-05-28 09:42:18,NA,NA,"LGRTAL","GRA",1,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775F28A7",2018-09-18,2018-09-18 07:24:06,2018-09-18 16:48:42,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F2BC0",2018-09-18,2018-09-18 07:59:42,2018-09-18 10:50:05,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F377A",2018-09-18,2018-09-18 12:17:25,2018-09-18 14:54:35,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F377A",2018-09-18,2019-04-10 14:09:44,2019-04-10 14:09:44,26,"UpperSalmon","YFK","YFKB0",4,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F377A",2018-09-18,2019-04-10 14:13:31,2019-04-10 14:13:31,26,"UpperSalmon","YFK","YFKA0",5,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F6628",2018-09-18,2018-09-18 08:15:18,2018-09-18 11:34:50,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FD34C",2018-09-18,2018-09-18 07:41:41,2018-09-18 09:53:09,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FDBA2",2018-09-18,2018-09-18 12:38:57,2018-09-19 14:52:31,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FDBA2",2018-09-18,2019-04-12 18:13:22,2019-04-12 18:19:17,5,"Asotin","AFC","AFCA0",8,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FDBA2",2018-09-18,2019-05-01 17:36:41,2019-05-01 17:36:41,5,"Asotin","ACB","ACBA0",6,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775FDBA2",2018-09-18,2019-05-01 17:36:44,2019-05-01 17:36:44,5,"Asotin","ACB","ACBB0",5,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775FDBA2",2018-09-18,2019-05-02 08:00:00,2019-05-02 08:00:00,5,"Asotin","ASOTIC","ASOTIC",4,"Down","Downstream",TRUE,"TRUE","FALSE",TRUE,""
"3DD.00775FE18F",2018-09-18,2018-09-18 07:42:32,2018-09-18 11:28:24,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FE18F",2018-09-18,2019-04-03 22:04:55,2019-04-03 22:04:55,21,"SFSalmon","SFG","SFG",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FE18F",2018-09-18,2019-04-18 13:50:48,2019-04-18 13:50:48,21,"SFSalmon","KRS","KRS",3,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FED12",2018-09-18,2018-09-18 07:27:23,2019-03-15 10:51:16,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775FF039",2018-09-18,2018-09-18 12:59:44,2018-09-18 20:22:56,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00776007D7",2018-09-18,2018-09-18 07:35:37,2018-09-18 14:20:31,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775D9772",2018-09-19,2018-09-19 07:18:55,2018-09-19 09:30:06,NA,NA,"GRA","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E4D88",2018-09-19,2018-09-19 12:18:51,2018-09-20 07:11:24,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E5771",2018-09-19,2018-09-19 07:35:09,2018-09-19 09:06:28,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E63E5",2018-09-19,2018-09-19 12:47:18,2018-09-20 06:06:46,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E63E5",2018-09-19,2019-03-26 18:55:10,2019-03-26 18:55:10,26,"UpperSalmon","USE","USE",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E6CBE",2018-09-19,2018-09-19 07:23:52,2018-09-19 12:08:13,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8014",2018-09-19,2018-09-19 07:20:51,2018-09-19 10:17:24,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E8CE2",2018-09-19,2018-09-19 12:51:55,2018-09-19 14:24:33,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775E9DAA",2018-09-19,2018-09-19 07:34:20,2018-09-19 11:40:17,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EA572",2018-09-19,2018-09-19 12:58:22,2018-09-19 16:07:29,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EB5A3",2018-09-19,2018-09-19 12:13:11,2018-09-19 15:20:26,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EB5A3",2018-09-19,2019-04-23 08:00:00,2019-04-23 08:00:00,6,"TenMileCreek","TENMC2","TENMC2",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EC297",2018-09-19,2018-09-19 12:15:21,2018-09-19 17:24:52,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EE3C5",2018-09-19,2018-09-19 12:27:27,2018-09-20 07:11:09,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF5FC",2018-09-19,2018-09-19 12:28:23,2018-09-19 20:10:26,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EF5FC",2018-09-19,2019-03-25 02:13:52,2019-03-25 02:13:52,13,"SFClearwater","SC1","SC1",2,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775EFC0C",2018-09-19,2018-09-19 07:28:14,2018-09-19 14:27:11,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F28A1",2018-09-19,2018-09-19 12:14:34,2018-09-19 13:59:19,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F4944",2018-09-19,2018-09-19 12:48:07,2018-09-20 10:36:26,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
"3DD.00775F49BB",2018-09-19,2018-09-19 07:14:40,2018-09-19 11:26:35,NA,NA,"LGRLDR","GRA",1,"Up","Upstream",TRUE,"TRUE","TRUE",TRUE,""
