"SiteID","ConfigID","AntennaID","Node","ValidNode","StartDate","EndDate","Comment","SiteType","SiteName","ModelMainBranch","AntennaGroup","ArrayOrder","SiteDescription","SiteTypeName","RKM","RKMTotal","Latitude","Longitude"
"AFC",110,"01","AFCA0",NA,2018-10-26 00:00:00,NA,NA,"INT","No./So. Fk Asotin Cr. Jct. ISA",NA,"North Fork Asotin Creek Array",NA,"AFC is a permanent instream PIT tag interrogation site located at the confluence of the North and South Forks Asotin Creek, a tributary of the Snake River. As of 10/25/2018 all previous components present at AFC have been replaced and upgraded. The site consists of a single 20-foot antenna in the North Fork (antenna ID 1), a single 15-foot antenna in the South Fork (antenna ID 2) and two rows containing a 20 and 15-foot antenna each (antenna IDs 3-6) in the mainstem of Asotin Creek below the confluence. All new antennas are constructed of HDPE and installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MTS master controller. The antennas were built and installed by WDFW. The site is connected to grid power to charge the battery bank powering the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection, however, only manual data collection from the IS1001-MTS will occur at AFC until further notice. Prior to the upgrade, the site consisted of six muxed antennas powered by an FS1001M.","Instream Remote Detection System","522.234.025",781,46.272487,-117.292147
"AFC",110,"02","AFCA0",NA,2018-10-26 00:00:00,NA,NA,"INT","No./So. Fk Asotin Cr. Jct. ISA",NA,"South Fork Asotin Creek Array",NA,"AFC is a permanent instream PIT tag interrogation site located at the confluence of the North and South Forks Asotin Creek, a tributary of the Snake River. As of 10/25/2018 all previous components present at AFC have been replaced and upgraded. The site consists of a single 20-foot antenna in the North Fork (antenna ID 1), a single 15-foot antenna in the South Fork (antenna ID 2) and two rows containing a 20 and 15-foot antenna each (antenna IDs 3-6) in the mainstem of Asotin Creek below the confluence. All new antennas are constructed of HDPE and installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MTS master controller. The antennas were built and installed by WDFW. The site is connected to grid power to charge the battery bank powering the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection, however, only manual data collection from the IS1001-MTS will occur at AFC until further notice. Prior to the upgrade, the site consisted of six muxed antennas powered by an FS1001M.","Instream Remote Detection System","522.234.025",781,46.272487,-117.292147
"AFC",110,"03","AFCA0",NA,2018-10-26 00:00:00,NA,NA,"INT","No./So. Fk Asotin Cr. Jct. ISA",NA,"Mainstem Asotin Creek Array",NA,"AFC is a permanent instream PIT tag interrogation site located at the confluence of the North and South Forks Asotin Creek, a tributary of the Snake River. As of 10/25/2018 all previous components present at AFC have been replaced and upgraded. The site consists of a single 20-foot antenna in the North Fork (antenna ID 1), a single 15-foot antenna in the South Fork (antenna ID 2) and two rows containing a 20 and 15-foot antenna each (antenna IDs 3-6) in the mainstem of Asotin Creek below the confluence. All new antennas are constructed of HDPE and installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MTS master controller. The antennas were built and installed by WDFW. The site is connected to grid power to charge the battery bank powering the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection, however, only manual data collection from the IS1001-MTS will occur at AFC until further notice. Prior to the upgrade, the site consisted of six muxed antennas powered by an FS1001M.","Instream Remote Detection System","522.234.025",781,46.272487,-117.292147
"AFC",110,"04","AFCA0",NA,2018-10-26 00:00:00,NA,NA,"INT","No./So. Fk Asotin Cr. Jct. ISA",NA,"Mainstem Asotin Creek Array",NA,"AFC is a permanent instream PIT tag interrogation site located at the confluence of the North and South Forks Asotin Creek, a tributary of the Snake River. As of 10/25/2018 all previous components present at AFC have been replaced and upgraded. The site consists of a single 20-foot antenna in the North Fork (antenna ID 1), a single 15-foot antenna in the South Fork (antenna ID 2) and two rows containing a 20 and 15-foot antenna each (antenna IDs 3-6) in the mainstem of Asotin Creek below the confluence. All new antennas are constructed of HDPE and installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MTS master controller. The antennas were built and installed by WDFW. The site is connected to grid power to charge the battery bank powering the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection, however, only manual data collection from the IS1001-MTS will occur at AFC until further notice. Prior to the upgrade, the site consisted of six muxed antennas powered by an FS1001M.","Instream Remote Detection System","522.234.025",781,46.272487,-117.292147
"AFC",110,"05","AFCA0",NA,2018-10-26 00:00:00,NA,NA,"INT","No./So. Fk Asotin Cr. Jct. ISA",NA,"Mainstem Asotin Creek Array",NA,"AFC is a permanent instream PIT tag interrogation site located at the confluence of the North and South Forks Asotin Creek, a tributary of the Snake River. As of 10/25/2018 all previous components present at AFC have been replaced and upgraded. The site consists of a single 20-foot antenna in the North Fork (antenna ID 1), a single 15-foot antenna in the South Fork (antenna ID 2) and two rows containing a 20 and 15-foot antenna each (antenna IDs 3-6) in the mainstem of Asotin Creek below the confluence. All new antennas are constructed of HDPE and installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MTS master controller. The antennas were built and installed by WDFW. The site is connected to grid power to charge the battery bank powering the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection, however, only manual data collection from the IS1001-MTS will occur at AFC until further notice. Prior to the upgrade, the site consisted of six muxed antennas powered by an FS1001M.","Instream Remote Detection System","522.234.025",781,46.272487,-117.292147
"AFC",110,"06","AFCA0",NA,2018-10-26 00:00:00,NA,NA,"INT","No./So. Fk Asotin Cr. Jct. ISA",NA,"Mainstem Asotin Creek Array",NA,"AFC is a permanent instream PIT tag interrogation site located at the confluence of the North and South Forks Asotin Creek, a tributary of the Snake River. As of 10/25/2018 all previous components present at AFC have been replaced and upgraded. The site consists of a single 20-foot antenna in the North Fork (antenna ID 1), a single 15-foot antenna in the South Fork (antenna ID 2) and two rows containing a 20 and 15-foot antenna each (antenna IDs 3-6) in the mainstem of Asotin Creek below the confluence. All new antennas are constructed of HDPE and installed in flat-plate configuration. Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MTS master controller. The antennas were built and installed by WDFW. The site is connected to grid power to charge the battery bank powering the detection system. A cellular modem is installed on site to provide remote communication and allow for automated data collection, however, only manual data collection from the IS1001-MTS will occur at AFC until further notice. Prior to the upgrade, the site consisted of six muxed antennas powered by an FS1001M.","Instream Remote Detection System","522.234.025",781,46.272487,-117.292147
"AGC",100,"01","AGCA0",NA,2013-10-21 00:00:00,2016-11-06 12:00:00,NA,"INT","Agency Creek, Lemhi R. Basin",NA,"Upstream Array",NA,"In-stream detection system consisting of a triple array located in Agency Creek. The array (AGC) is located 1.1 km upstream of the confluence with the Lemhi River and is comprised of 3 arrays, deployed serially at about 10 m apart, of one 10 ft PVC pipe pass-by antenna each. The Agency Creek array site is located 30 meters upstream of the culvert on Old Idaho 28 road. AGC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in October 2013. Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.. Site was decommissioned June 2017, last data recieved November 2016.","Instream Remote Detection System","522.303.416.039.001",1281,44.956739,-113.639543
"AGC",100,"02","AGCA0",NA,2013-10-21 00:00:00,2016-11-06 12:00:00,NA,"INT","Agency Creek, Lemhi R. Basin",NA,"Middle Array",NA,"In-stream detection system consisting of a triple array located in Agency Creek. The array (AGC) is located 1.1 km upstream of the confluence with the Lemhi River and is comprised of 3 arrays, deployed serially at about 10 m apart, of one 10 ft PVC pipe pass-by antenna each. The Agency Creek array site is located 30 meters upstream of the culvert on Old Idaho 28 road. AGC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in October 2013. Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.. Site was decommissioned June 2017, last data recieved November 2016.","Instream Remote Detection System","522.303.416.039.001",1281,44.956739,-113.639543
"AGC",100,"03","AGCB0",NA,2013-10-21 00:00:00,2016-11-06 12:00:00,NA,"INT","Agency Creek, Lemhi R. Basin",NA,"Downstream Array",NA,"In-stream detection system consisting of a triple array located in Agency Creek. The array (AGC) is located 1.1 km upstream of the confluence with the Lemhi River and is comprised of 3 arrays, deployed serially at about 10 m apart, of one 10 ft PVC pipe pass-by antenna each. The Agency Creek array site is located 30 meters upstream of the culvert on Old Idaho 28 road. AGC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in October 2013. Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.. Site was decommissioned June 2017, last data recieved November 2016.","Instream Remote Detection System","522.303.416.039.001",1281,44.956739,-113.639543
"AH1",100,"01","AH1A0",NA,2018-11-15 00:00:00,NA,NA,"INT","Ahtanum at Lasalle HS",NA,"Upstream Antenna",NA,"Ahtanum Creek site is located 3 KM from the mouth of Ahtanum Creek at the lower end of the Lasalle High School property.   The site layout consist of an upstream and downstream antenna spaced about 4 meters apart.   The antennas are arrainged in a pass through configuration.","Instream Remote Detection System","539.172.004",715,46.547465,-120.495246
"AH1",100,"02","AH1B0",NA,2018-11-15 00:00:00,NA,NA,"INT","Ahtanum at Lasalle HS",NA,"Downstream Antenna",NA,"Ahtanum Creek site is located 3 KM from the mouth of Ahtanum Creek at the lower end of the Lasalle High School property.   The site layout consist of an upstream and downstream antenna spaced about 4 meters apart.   The antennas are arrainged in a pass through configuration.","Instream Remote Detection System","539.172.004",715,46.547465,-120.495246
"ANT",100,"11","ANTA0",NA,2009-11-09 00:00:00,NA,NA,"INT","Antoine Creek Instream Array",NA,"UPSTREAM ANTENNA",NA,"Antoine Creek enters the Okanogan River at RKM 98.5, approximately 6 km upstream from the city of Tonasket, WA. Site ANT is located on Antoine Creek, 0.48 km upstream from the confluence with the Okanogan River. The site consists of 4 passthrough PVC antennas in series. Antenna sizes are as follows (upstream to downstream): Ant1 9 feet, ant2 7 feet, ant3 7 feet, ant4 11 feet. The site is on grid power. Two banks of 12volt batteries in series create 24volts to run the MUX unit. The batteries are connected to a timer switcher that will switch battery banks every four hours. The battery bank not running the MUX unit is then charged to capacity using a three-stage battery charger. The ANT site has remote communication abilities provided by a Raven XT cellular modem. This allows access to data through HyperTerminal.","Instream Remote Detection System","858.099.000",957,48.758345,-119.40842
"ANT",100,"12","ANTA0",NA,2009-11-09 00:00:00,NA,NA,"INT","Antoine Creek Instream Array",NA,"UPSTREAM MIDDLE ANTENNA",NA,"Antoine Creek enters the Okanogan River at RKM 98.5, approximately 6 km upstream from the city of Tonasket, WA. Site ANT is located on Antoine Creek, 0.48 km upstream from the confluence with the Okanogan River. The site consists of 4 passthrough PVC antennas in series. Antenna sizes are as follows (upstream to downstream): Ant1 9 feet, ant2 7 feet, ant3 7 feet, ant4 11 feet. The site is on grid power. Two banks of 12volt batteries in series create 24volts to run the MUX unit. The batteries are connected to a timer switcher that will switch battery banks every four hours. The battery bank not running the MUX unit is then charged to capacity using a three-stage battery charger. The ANT site has remote communication abilities provided by a Raven XT cellular modem. This allows access to data through HyperTerminal.","Instream Remote Detection System","858.099.000",957,48.758345,-119.40842
"ANT",100,"13","ANTA0",NA,2009-11-09 00:00:00,NA,NA,"INT","Antoine Creek Instream Array",NA,"DOWNSTREAM MIDDLE ANTENNA",NA,"Antoine Creek enters the Okanogan River at RKM 98.5, approximately 6 km upstream from the city of Tonasket, WA. Site ANT is located on Antoine Creek, 0.48 km upstream from the confluence with the Okanogan River. The site consists of 4 passthrough PVC antennas in series. Antenna sizes are as follows (upstream to downstream): Ant1 9 feet, ant2 7 feet, ant3 7 feet, ant4 11 feet. The site is on grid power. Two banks of 12volt batteries in series create 24volts to run the MUX unit. The batteries are connected to a timer switcher that will switch battery banks every four hours. The battery bank not running the MUX unit is then charged to capacity using a three-stage battery charger. The ANT site has remote communication abilities provided by a Raven XT cellular modem. This allows access to data through HyperTerminal.","Instream Remote Detection System","858.099.000",957,48.758345,-119.40842
"ANT",100,"14","ANTB0",NA,2009-11-09 00:00:00,NA,NA,"INT","Antoine Creek Instream Array",NA,"DOWNSTREAM ANTENNA",NA,"Antoine Creek enters the Okanogan River at RKM 98.5, approximately 6 km upstream from the city of Tonasket, WA. Site ANT is located on Antoine Creek, 0.48 km upstream from the confluence with the Okanogan River. The site consists of 4 passthrough PVC antennas in series. Antenna sizes are as follows (upstream to downstream): Ant1 9 feet, ant2 7 feet, ant3 7 feet, ant4 11 feet. The site is on grid power. Two banks of 12volt batteries in series create 24volts to run the MUX unit. The batteries are connected to a timer switcher that will switch battery banks every four hours. The battery bank not running the MUX unit is then charged to capacity using a three-stage battery charger. The ANT site has remote communication abilities provided by a Raven XT cellular modem. This allows access to data through HyperTerminal.","Instream Remote Detection System","858.099.000",957,48.758345,-119.40842
"B1J",100,"01","B1J",NA,2003-02-20 16:36:20,2003-07-31 00:00:00,NA,"INT","BONNEVILLE PH1 JUVENILE",NA,"FLAT PLATE",NA,"Flat Plate Detector in the Bonneville Dam PH1 Downstream Migrant Bypass Channel","Juvenile Fish Bypass Facility","234",234,45.641462,-121.946125
"B1J",100,"02","B1J",NA,2003-02-20 16:36:20,2003-07-31 00:00:00,NA,"INT","BONNEVILLE PH1 JUVENILE",NA,"FLAT PLATE",NA,"Flat Plate Detector in the Bonneville Dam PH1 Downstream Migrant Bypass Channel","Juvenile Fish Bypass Facility","234",234,45.641462,-121.946125
"B2A",100,"00","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"02","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"04","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"06","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"10","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"12","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"14","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"16","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"AA","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"BB","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"CC","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",100,"DD","B2A",NA,1998-04-20 00:00:00,2001-01-22 10:51:59,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"00","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"400 KHZ NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"02","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"400 KHZ NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"04","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"400 KHZ NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"10","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"400 KHZ SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"12","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"400 KHZ SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"14","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"400 KHZ SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"A4","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"A5","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO NORTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"B4","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2A",110,"B5","B2A",NA,2001-01-22 10:51:59,2002-12-06 00:00:00,NA,"INT","BONNEVILLE ADULT WA SHORE",NA,"ISO SOUTH",NA,"Adult Fish Facility in the WA Shore Fishway at Bonneville Dam; replaced by BO3","Adult Fishway","234",234,45.649788,-121.936531
"B2J",100,"D0","B2J",NA,1996-04-01 00:00:00,1997-02-08 10:37:01,NA,"INT","Bonneville PH2 Juvenile",NA,"SUBSAMPLE",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",110,"02","B2J",NA,1997-02-08 10:37:01,1999-03-19 09:28:29,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",110,"04","B2J",NA,1997-02-08 10:37:01,1999-03-19 09:28:29,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",110,"06","B2J",NA,1997-02-08 10:37:01,1999-03-19 09:28:29,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",110,"08","B2J",NA,1997-02-08 10:37:01,1999-03-19 09:28:29,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",120,"02","B2J",NA,1999-03-19 09:28:29,1999-12-22 12:38:18,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",120,"04","B2J",NA,1999-03-19 09:28:29,1999-12-22 12:38:18,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",120,"06","B2J",NA,1999-03-19 09:28:29,1999-12-22 12:38:18,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",120,"08","B2J",NA,1999-03-19 09:28:29,1999-12-22 12:38:18,NA,"INT","Bonneville PH2 Juvenile",NA,"MAIN",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"81","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"RIVER EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"82","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"RIVER EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"91","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SAMPLE / SBYC EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"92","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SAMPLE / SBYC EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"93","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SAMPLE / SBYC EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"A1","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC SEPARATOR GATE",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"A2","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC SEPARATOR GATE",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"A3","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC SEPARATOR GATE",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"A4","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC SEPARATOR GATE",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"E1","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC EAST TANK",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"E2","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC EAST TANK",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"F1","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC WEST TANK",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",130,"F2","B2J",NA,1999-12-22 12:38:18,2001-01-22 10:52:04,NA,"INT","Bonneville PH2 Juvenile",NA,"SBYC WEST TANK",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",140,"51","B2J",NA,2001-01-22 10:52:04,2006-03-01 00:00:00,NA,"INT","Bonneville PH2 Juvenile",NA,"SAMPLE ROOM",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",140,"52","B2J",NA,2001-01-22 10:52:04,2006-03-01 00:00:00,NA,"INT","Bonneville PH2 Juvenile",NA,"SAMPLE ROOM",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",140,"81","B2J",NA,2001-01-22 10:52:04,2006-03-01 00:00:00,NA,"INT","Bonneville PH2 Juvenile",NA,"RIVER EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
"B2J",140,"82","B2J",NA,2001-01-22 10:52:04,2006-03-01 00:00:00,NA,"INT","Bonneville PH2 Juvenile",NA,"RIVER EXIT",NA,"Bonneville Dam PH2 Juvenile Bypass and Sampling Facility","Juvenile Fish Bypass Facility","234",234,45.636816,-121.9653
